UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
469,L47648,-1,297.3,308.7,1619,31.6,129,0,1
470,M15329,0,297.3,308.8,1586,32.7,131,0,1
471,H29884,1,297.3,308.8,1499,44.2,134,0,1
472,H29885,1,297.3,308.8,1419,42.4,139,0,1
473,M15332,0,297.4,309.0,1497,41.8,144,0,1
474,M15333,0,297.4,309.0,1520,37.0,147,0,1
475,L47654,-1,297.4,309.1,1478,49.8,150,0,1
476,L47655,-1,297.4,309.1,1380,41.1,152,0,1
477,L47656,-1,297.4,309.0,1570,37.9,154,0,1
478,H29891,1,297.4,309.0,1468,41.4,156,0,1
479,L47658,-1,297.4,309.0,1833,22.6,161,0,1
480,M15339,0,297.4,308.9,1323,57.3,163,0,1
481,L47660,-1,297.4,309.0,1583,32.0,166,0,1
482,M15341,0,297.3,309.0,1556,39.5,168,0,1
483,L47662,-1,297.3,309.0,1548,37.4,171,0,1
484,L47663,-1,297.4,309.0,1324,56.9,173,0,1
485,L47664,-1,297.4,309.0,1568,33.7,175,0,1
486,M15345,0,297.4,309.0,1685,30.7,177,0,1
487,M15346,0,297.4,309.1,1582,35.9,180,0,1
488,M15347,0,297.4,309.1,1463,35.0,183,0,1
489,L47668,-1,297.4,309.2,1584,42.8,186,0,1
490,M15349,0,297.5,309.2,1347,55.8,188,0,1
491,L47670,-1,297.4,309.2,1459,37.9,191,0,1
492,L47671,-1,297.4,309.2,1420,45.6,193,0,1
493,L47672,-1,297.5,309.3,1404,43.5,195,0,1
494,L47673,-1,297.5,309.3,1470,38.8,197,0,1
495,L47674,-1,297.6,309.4,1326,49.8,199,0,1
496,H29909,1,297.5,309.3,1459,49.7,201,0,1
497,M15356,0,297.5,309.2,1530,40.0,206,0,1
498,L47677,-1,297.4,309.0,1505,39.2,209,0,1
499,L47678,-1,297.5,309.1,1611,30.2,211,0,1
500,L47679,-1,297.5,309.1,1515,35.1,213,0,1
501,M15360,0,297.5,309.2,1804,27.4,215,0,1
502,M15361,0,297.6,309.3,1464,46.2,218,0,1
503,L47682,-1,297.6,309.2,1390,43.3,221,0,1
504,M15363,0,297.6,309.2,1442,48.1,0,0,1
505,M15364,0,297.6,309.3,1529,41.9,3,0,1
506,L47685,-1,297.6,309.3,1610,35.0,6,0,1
507,L47686,-1,297.6,309.3,1543,34.3,8,0,1
508,H29921,1,297.8,309.4,1445,48.2,10,0,1
509,L47688,-1,297.7,309.3,1893,24.6,15,0,1
510,M15369,0,297.6,309.3,1415,41.3,17,0,1
511,L47690,-1,297.5,309.3,1564,37.5,20,0,1
512,L47691,-1,297.5,309.3,1479,39.4,22,0,1
513,L47692,-1,297.5,309.2,1426,44.8,24,0,1
514,L47693,-1,297.4,309.2,1428,38.8,26,0,1
515,L47694,-1,297.4,309.2,1620,33.2,28,0,1
516,L47695,-1,297.5,309.2,1715,28.0,30,0,1
517,L47696,-1,297.5,309.3,1732,29.9,32,0,1
518,M15377,0,297.5,309.4,1391,58.2,34,0,1
519,L47698,-1,297.6,309.5,1924,20.6,37,0,1
520,M15379,0,297.7,309.5,2027,19.8,39,0,1
521,L47700,-1,297.6,309.5,1617,36.2,42,0,1
522,L47701,-1,297.5,309.4,1497,35.8,44,0,1
523,M15382,0,297.5,309.5,1448,43.7,46,0,1
524,L47703,-1,297.4,309.4,1401,45.9,49,0,1
525,L47704,-1,297.4,309.4,1620,35.4,51,0,1
526,L47705,-1,297.4,309.4,1466,45.5,53,0,1
527,L47706,-1,297.6,309.5,1373,50.6,55,0,1
528,M15387,0,297.6,309.6,1592,35.8,57,0,1
529,M15388,0,297.5,309.5,1553,42.4,60,0,1
530,L47709,-1,297.6,309.5,1569,36.2,63,0,1
531,M15390,0,297.6,309.5,1709,32.2,65,0,1
532,L47711,-1,297.6,309.5,1549,34.9,68,0,1
533,L47712,-1,297.5,309.4,1443,45.4,70,0,1
534,L47713,-1,297.5,309.3,1675,29.8,72,0,1
535,L47714,-1,297.5,309.3,1623,33.4,74,0,1
536,H29949,1,297.4,309.3,1365,52.4,76,0,1
537,L47716,-1,297.4,309.3,1759,24.8,81,0,1
538,H29951,1,297.4,309.3,1516,43.0,83,0,1
539,M15398,0,297.4,309.3,1499,36.8,88,0,1
540,M15399,0,297.4,309.3,1775,25.8,91,0,1
541,L47720,-1,297.4,309.4,1473,45.5,94,0,1
542,L47721,-1,297.4,309.4,1296,52.3,96,0,1
543,L47722,-1,297.5,309.4,1803,24.7,98,0,1
544,H29957,1,297.5,309.3,1563,36.1,100,0,1
545,M15404,0,297.5,309.4,1831,26.6,105,0,1
546,L47725,-1,297.6,309.4,1958,22.1,108,0,1
547,L47726,-1,297.5,309.4,1809,24.3,110,0,1
548,M15407,0,297.5,309.4,1482,39.3,112,0,1
549,L47728,-1,297.4,309.3,1332,53.2,115,0,1
550,L47729,-1,297.4,309.2,1437,40.4,117,0,1
551,L47730,-1,297.4,309.2,1698,29.4,119,0,1
552,L47731,-1,297.4,309.2,1274,54.3,121,0,1
553,M15412,0,297.4,309.3,1622,35.0,123,0,1
554,M15413,0,297.4,309.3,1564,36.0,126,0,1
555,H29968,1,297.5,309.4,1368,45.3,129,0,1
556,M15415,0,297.4,309.4,1539,42.2,134,0,1
557,L47736,-1,297.5,309.4,1357,50.1,137,0,1
558,M15417,0,297.5,309.4,1433,48.3,139,0,1
559,L47738,-1,297.5,309.4,1650,34.6,142,0,1
560,L47739,-1,297.5,309.4,1503,40.6,144,0,1
561,L47740,-1,297.5,309.4,1318,58.2,146,0,1
562,M15421,0,297.5,309.4,1678,34.4,148,0,1
563,L47742,-1,297.6,309.5,1574,30.9,151,0,1
564,L47743,-1,297.7,309.6,1529,35.2,153,0,1
565,H29978,1,297.6,309.6,1669,32.1,155,0,1
566,H29979,1,297.7,309.7,1570,35.8,160,0,1
567,M15426,0,297.6,309.7,1541,33.7,165,0,1
568,M15427,0,297.7,309.7,1680,30.2,168,0,1
569,L47748,-1,297.8,309.7,1935,22.1,171,0,1
570,M15429,0,297.7,309.6,1596,35.2,173,0,1
571,L47750,-1,297.7,309.7,1498,41.0,176,0,1
572,M15431,0,297.8,309.8,1676,29.0,178,0,1
573,L47752,-1,297.8,309.9,1351,49.0,181,0,1
574,L47753,-1,297.9,309.9,1472,45.0,183,0,1
575,M15434,0,297.9,310.0,1439,41.7,185,0,1
576,M15435,0,297.9,309.9,1410,55.4,188,0,1
577,H29990,1,297.7,309.7,1440,51.1,191,0,1
578,L47757,-1,297.7,309.7,1591,37.7,196,0,1
579,L47758,-1,297.8,309.8,1533,36.8,198,0,1
580,M15439,0,297.8,309.7,1700,31.3,200,0,1
581,M15440,0,297.8,309.8,1798,25.5,203,0,1
582,L47761,-1,297.8,309.7,1394,42.9,206,0,1
583,L47762,-1,297.8,309.7,1341,49.2,208,0,1
584,H29997,1,297.7,309.6,1697,32.2,210,0,1
585,H29998,1,297.6,309.6,1419,48.2,215,0,1
586,L47765,-1,297.6,309.5,2001,20.5,220,0,1
587,L47766,-1,297.6,309.6,1501,49.8,222,1,2
588,H30001,1,297.6,309.5,1623,33.1,224,0,1
589,L47768,-1,297.6,309.4,1628,33.4,229,0,1
590,L47769,-1,297.6,309.4,1491,40.2,231,0,1
591,L47770,-1,297.5,309.4,1517,36.7,233,0,1
592,H30005,1,297.5,309.3,1525,41.7,235,0,1
593,H30006,1,297.5,309.5,1668,27.9,240,0,1
594,L47773,-1,297.5,309.6,1312,50.7,0,0,1
595,H30008,1,297.6,309.6,1278,50.4,2,0,1
596,M15455,0,297.6,309.6,1330,53.1,7,0,1
597,M15456,0,297.6,309.6,1530,37.3,10,0,1
598,H30011,1,297.6,309.6,1428,46.6,13,0,1
599,L47778,-1,297.7,309.6,1480,47.9,18,0,1
600,H30013,1,297.7,309.7,1616,31.1,20,0,1
601,L47780,-1,297.8,309.7,1547,37.3,25,0,1
602,L47781,-1,297.9,309.7,2194,16.8,27,0,1
603,L47782,-1,297.9,309.8,2000,21.3,29,0,1
604,L47783,-1,297.9,309.8,1336,71.6,31,1,3
605,L47784,-1,297.9,309.9,1542,33.8,33,0,1
606,M15465,0,297.9,309.8,1693,29.9,35,0,1
607,L47786,-1,297.9,309.8,1461,50.5,38,0,1
608,M15467,0,298.0,309.9,1565,33.9,40,0,1
609,L47788,-1,298.0,309.9,1403,47.7,43,0,1
610,L47789,-1,298.1,309.9,1629,32.5,45,0,1
611,L47790,-1,298.1,310.0,1534,33.7,47,0,1
612,L47791,-1,298.1,310.0,1553,40.9,49,0,1
613,L47792,-1,298.1,309.9,1563,32.8,51,0,1
614,L47793,-1,298.1,309.9,1634,30.0,53,0,1
615,M15474,0,298.0,309.9,1445,45.2,55,0,1
616,L47795,-1,298.1,309.9,1642,30.4,58,0,1
617,H30030,1,298.1,309.9,1686,29.1,60,0,1
618,M15477,0,298.1,310.0,1393,43.1,65,0,1
619,H30032,1,298.2,310.0,1433,44.2,68,0,1
620,L47799,-1,298.3,310.0,1507,44.7,73,0,1
621,M15480,0,298.3,310.1,1389,49.6,75,0,1
622,L47801,-1,298.3,310.1,1408,45.3,78,0,1
623,M15482,0,298.4,310.2,1725,32.0,80,0,1
624,L47803,-1,298.4,310.1,1926,23.7,83,0,1
625,H30038,1,298.3,310.1,1509,37.6,85,0,1
626,L47805,-1,298.3,310.1,1545,36.3,90,0,1
627,L47806,-1,298.4,310.1,1533,35.2,92,0,1
628,L47807,-1,298.4,310.1,1455,42.2,94,0,1
629,M15488,0,298.4,310.1,1335,57.8,96,0,1
630,L47809,-1,298.3,310.1,1523,45.9,99,0,1
631,L47810,-1,298.3,310.0,1460,47.6,101,0,1
632,L47811,-1,298.4,310.0,1554,37.3,103,0,1
633,H30046,1,298.3,310.0,1419,47.1,105,0,1
634,L47813,-1,298.3,310.0,1442,43.9,110,0,1
635,L47814,-1,298.3,309.9,1507,41.6,112,0,1
636,L47815,-1,298.3,310.0,1858,23.9,114,0,1
637,L47816,-1,298.3,309.9,1463,43.9,116,0,1
638,L47817,-1,298.2,309.7,1585,37.4,118,0,1
639,L47818,-1,298.0,309.6,1536,37.3,120,0,1
640,L47819,-1,298.0,309.6,1403,51.3,122,0,1
641,M15500,0,297.9,309.6,1515,38.8,124,0,1
642,L47821,-1,297.9,309.5,1390,47.9,127,0,1
643,M15502,0,297.8,309.4,1226,58.7,129,0,1
644,M15503,0,297.8,309.4,1495,36.5,132,0,1
645,H30058,1,297.7,309.4,1608,30.2,135,0,1
646,L47825,-1,297.7,309.4,1392,44.1,140,0,1
647,M15506,0,297.7,309.4,1461,43.7,142,0,1
648,L47827,-1,297.7,309.3,1559,36.9,145,0,1
649,H30062,1,297.7,309.3,1400,48.9,147,0,1
650,M15509,0,297.7,309.2,1732,28.8,152,0,1
651,L47830,-1,297.6,309.2,1611,33.1,155,0,1
652,L47831,-1,297.6,309.1,1503,38.9,157,0,1
653,L47832,-1,297.7,309.2,1391,44.5,159,0,1
654,L47833,-1,297.8,309.3,2015,20.1,161,0,1
655,L47834,-1,297.8,309.2,1683,30.9,163,0,1
656,L47835,-1,297.7,309.1,1435,38.8,165,0,1
657,M15516,0,297.7,309.1,1732,28.1,167,0,1
658,L47837,-1,297.7,309.2,1365,58.6,170,0,1
659,L47838,-1,297.7,309.1,1562,36.8,172,0,1
660,L47839,-1,297.6,309.1,1449,49.1,174,0,1
661,M15520,0,297.7,309.2,1700,27.4,176,0,1
662,M15521,0,297.6,309.0,1427,45.6,179,0,1
663,M15522,0,297.6,308.9,1479,38.1,182,0,1
664,L47843,-1,297.5,308.9,1469,44.0,185,0,1
665,L47844,-1,297.5,308.9,1390,47.4,187,0,1
666,L47845,-1,297.5,308.9,1729,28.1,189,0,1
667,L47846,-1,297.5,309.0,1470,43.5,191,0,1
668,L47847,-1,297.5,308.9,1459,48.5,193,0,1
669,L47848,-1,297.5,308.9,1738,24.0,195,0,1
670,H30083,1,297.5,308.9,1471,37.7,197,0,1
671,L47850,-1,297.6,309.0,1822,25.4,202,0,1
672,L47851,-1,297.5,308.9,1554,34.8,204,0,1
673,M15532,0,297.6,308.9,1433,43.2,206,0,1
674,L47853,-1,297.6,308.9,1449,47.7,209,0,1
675,L47854,-1,297.8,309.0,1456,41.2,0,0,1
676,M15535,0,297.8,309.1,1424,45.5,2,0,1
677,H30090,1,297.9,309.2,1577,34.7,5,0,1
678,L47857,-1,297.9,309.2,1478,39.7,10,0,1
679,M15538,0,297.8,309.2,1295,61.2,12,0,1
680,L47859,-1,297.8,309.2,1372,47.3,15,0,1
681,M15540,0,297.8,309.1,1432,42.6,17,0,1
682,M15541,0,297.7,309.0,1656,33.2,20,0,1
683,H30096,1,297.8,309.0,1410,48.8,23,0,1
684,L47863,-1,297.7,309.0,1874,24.4,28,0,1
685,L47864,-1,297.7,309.0,1538,43.2,30,0,1
686,M15545,0,297.7,309.0,1636,29.7,32,0,1
687,M15546,0,297.7,309.0,1504,40.4,35,0,1
688,M15547,0,297.7,309.0,1531,42.4,38,0,1
689,H30102,1,297.6,309.0,1735,26.4,41,0,1
690,H30103,1,297.6,309.0,1354,55.6,46,0,1
691,H30104,1,297.6,309.0,1413,40.2,51,0,1
692,L47871,-1,297.7,309.1,1563,39.3,56,0,1
693,L47872,-1,297.7,309.1,1479,42.1,58,0,1
694,L47873,-1,297.7,309.1,1477,38.3,60,0,1
695,L47874,-1,297.6,309.1,1394,50.0,62,0,1
696,L47875,-1,297.6,309.0,1487,45.4,64,0,1
697,M15556,0,297.6,309.0,1815,25.3,66,0,1
698,M15557,0,297.6,308.8,1453,39.7,69,0,1
699,L47878,-1,297.6,308.8,1539,40.2,72,0,1
700,H30113,1,297.5,308.7,1416,39.2,74,0,1
701,M15560,0,297.6,308.8,1683,31.6,79,0,1
702,L47881,-1,297.7,308.8,1515,40.1,82,0,1
703,M15562,0,297.7,308.9,1531,48.3,84,0,1
704,H30117,1,297.7,308.9,1479,40.9,87,0,1
705,L47884,-1,297.7,308.9,1516,33.7,92,0,1
706,L47885,-1,297.7,309.0,1507,38.2,94,0,1
707,M15566,0,297.8,309.0,1434,43.3,96,0,1
708,L47887,-1,297.7,308.9,1838,27.3,99,0,1
709,M15568,0,297.6,308.8,1416,45.9,101,0,1
710,M15569,0,297.6,308.8,1357,49.7,104,0,1
711,M15570,0,297.5,308.7,1697,28.1,107,0,1
712,L47891,-1,297.5,308.7,1443,46.2,110,0,1
713,L47892,-1,297.5,308.7,1453,37.6,112,0,1
714,L47893,-1,297.4,308.6,1439,46.4,114,0,1
715,L47894,-1,297.4,308.6,1609,36.2,116,0,1
716,L47895,-1,297.4,308.6,1324,59.1,118,0,1
717,H30130,1,297.4,308.6,1420,45.8,120,0,1
718,L47897,-1,297.4,308.7,1545,36.9,125,0,1
719,L47898,-1,297.5,308.8,1477,39.0,127,0,1
720,L47899,-1,297.4,308.8,1447,58.1,129,0,1
721,L47900,-1,297.4,308.9,1809,23.8,131,0,1
722,L47901,-1,297.5,308.9,1696,30.9,133,0,1
723,L47902,-1,297.5,308.9,1427,44.7,135,0,1
724,M15583,0,297.4,308.9,1500,46.3,137,0,1
725,L47904,-1,297.5,308.9,1390,44.6,140,0,1
726,L47905,-1,297.4,308.8,1640,34.2,142,0,1
727,M15586,0,297.4,308.8,1628,37.4,144,0,1
728,H30141,1,297.3,308.6,1499,37.6,147,0,1
729,M15588,0,297.4,308.7,1425,50.3,152,0,1
730,L47909,-1,297.3,308.6,1586,37.7,155,0,1
731,M15590,0,297.3,308.6,1471,50.7,157,0,1
732,M15591,0,297.3,308.6,1431,53.0,160,0,1
733,L47912,-1,297.2,308.6,1924,22.1,163,0,1
734,M15593,0,297.1,308.4,1421,42.0,165,0,1
735,H30148,1,297.0,308.4,1305,54.6,168,0,1
736,L47915,-1,296.9,308.4,1557,32.4,173,0,1
737,L47916,-1,296.9,308.3,1555,38.2,175,0,1
738,H30151,1,296.9,308.3,1474,39.2,177,0,1
739,L47918,-1,296.8,308.3,1506,45.9,182,0,1
740,L47919,-1,296.9,308.4,1390,41.8,184,0,1
741,M15600,0,296.9,308.4,1450,46.9,186,0,1
742,L47921,-1,296.9,308.3,1513,38.8,189,0,1
743,L47922,-1,296.8,308.2,1643,34.7,191,0,1
744,L47923,-1,296.8,308.2,1361,53.8,193,0,1
745,L47924,-1,296.7,308.1,1450,40.9,195,0,1
746,L47925,-1,296.7,308.0,1451,50.7,197,0,1
747,L47926,-1,296.8,308.1,1289,62.0,199,1,2
748,L47927,-1,296.8,308.1,1356,48.3,201,0,1
749,H30162,1,296.7,308.1,1528,46.3,203,0,1
750,L47929,-1,296.6,308.0,1978,22.3,208,0,1
751,L47930,-1,296.7,308.0,1535,36.8,210,0,1
752,M15611,0,296.8,308.1,1843,24.2,212,0,1
753,L47932,-1,296.9,308.1,1422,48.7,215,0,1
754,L47933,-1,296.8,308.0,1536,40.4,217,0,1
755,M15614,0,296.9,308.1,1483,44.3,219,0,1
756,H30169,1,296.8,308.1,1492,43.7,222,0,1
757,L47936,-1,296.8,308.0,1584,40.4,227,0,1
758,L47937,-1,296.9,308.1,1555,33.7,229,0,1
759,L47938,-1,296.8,308.0,1497,41.7,231,0,1
760,M15619,0,296.7,307.8,1537,36.3,233,0,1
761,L47940,-1,296.7,307.8,1505,39.4,236,0,1
762,L47941,-1,296.7,307.8,1646,34.6,238,0,1
763,M15622,0,296.7,307.8,1286,60.5,0,0,1
764,L47943,-1,296.7,307.8,1400,47.5,3,0,1
765,L47944,-1,296.8,307.9,1337,56.5,5,0,1
766,L47945,-1,296.9,308.0,1332,53.9,7,0,1
767,L47946,-1,296.8,308.0,1561,38.3,9,0,1
768,L47947,-1,296.9,308.0,1546,31.1,11,0,1
769,L47948,-1,296.9,308.0,1713,29.3,13,0,1
770,L47949,-1,296.9,308.0,1343,44.5,15,0,1
771,L47950,-1,296.8,308.0,1391,54.4,17,0,1
772,H30185,1,296.8,308.0,1311,58.6,19,0,1
773,H30186,1,296.8,308.0,1453,51.0,24,0,1
774,L47953,-1,296.8,308.0,1510,39.4,29,0,1
775,L47954,-1,296.8,307.9,1448,48.8,31,0,1
776,L47955,-1,296.7,307.8,1453,46.0,33,0,1
777,L47956,-1,296.7,307.8,1468,39.2,35,0,1
778,L47957,-1,296.7,307.8,1382,47.5,37,0,1
779,L47958,-1,296.7,308.0,1580,32.2,39,0,1
780,L47959,-1,296.8,308.0,1666,29.8,41,0,1
781,M15640,0,296.9,308.0,1409,50.7,43,0,1
782,L47961,-1,296.8,308.0,1675,29.7,46,0,1
783,L47962,-1,296.8,307.9,1698,30.8,48,0,1
784,H30197,1,296.7,307.9,1579,33.4,50,0,1
785,L47964,-1,296.7,307.9,1743,27.9,55,0,1
786,M15645,0,296.9,308.0,1497,44.8,57,0,1
787,L47966,-1,296.9,308.1,1741,28.8,60,0,1
788,L47967,-1,296.9,308.1,1435,45.3,62,0,1
789,M15648,0,296.9,308.1,1440,46.3,64,0,1
790,M15649,0,296.9,308.0,1641,33.3,67,0,1
791,L47970,-1,296.8,307.9,1420,45.4,70,0,1
792,L47971,-1,296.8,307.9,1611,35.4,72,0,1
793,L47972,-1,296.8,307.8,1373,42.9,74,0,1
794,M15653,0,296.8,307.9,1683,31.8,76,0,1
795,H30208,1,296.9,307.9,1547,32.6,79,0,1
796,L47975,-1,296.9,307.8,1605,37.0,84,0,1
797,M15656,0,296.9,307.9,2010,18.9,86,0,1
798,L47977,-1,296.8,307.7,1565,40.1,89,0,1
799,M15658,0,296.9,307.8,1828,24.6,91,0,1
800,M15659,0,297.0,307.8,1579,34.1,94,0,1
801,M15660,0,297.0,307.9,1882,24.2,97,0,1
802,L47981,-1,296.9,307.8,1285,52.1,100,0,1
803,L47982,-1,296.9,307.8,1571,35.0,102,0,1
804,H30217,1,296.9,307.8,1549,37.8,104,0,1
805,M15664,0,296.9,307.8,1544,37.6,109,0,1
806,M15665,0,297.0,307.9,1412,47.4,112,0,1
807,M15666,0,297.0,307.9,1422,53.0,115,0,1
808,L47987,-1,297.0,307.7,1867,22.8,118,0,1
809,L47988,-1,296.9,307.7,1424,43.3,120,0,1
810,L47989,-1,296.9,307.6,1452,45.7,122,0,1
811,L47990,-1,296.9,307.7,1550,39.7,124,0,1
812,L47991,-1,296.8,307.6,1588,37.6,126,0,1
813,L47992,-1,296.8,307.6,1338,44.4,128,0,1
814,L47993,-1,296.8,307.6,1513,40.0,130,0,1
815,M15674,0,296.8,307.5,1470,45.9,132,0,1
816,M15675,0,296.8,307.5,1516,36.7,135,0,1
817,L47996,-1,296.8,307.6,1434,48.3,138,0,1
818,L47997,-1,296.8,307.6,1368,52.0,140,0,1
819,L47998,-1,296.8,307.6,1304,48.7,142,0,1
820,L47999,-1,296.8,307.6,1398,46.7,144,0,1
821,L48000,-1,296.7,307.6,1516,37.4,146,0,1
822,L48001,-1,296.7,307.6,1474,41.7,148,0,1
823,M15682,0,296.7,307.6,1547,34.7,150,0,1
824,M15683,0,296.6,307.5,1482,39.9,153,0,1
825,L48004,-1,296.6,307.4,1436,42.8,156,0,1
826,L48005,-1,296.6,307.3,1474,40.0,158,0,1
827,L48006,-1,296.5,307.2,1481,38.2,160,0,1
828,L48007,-1,296.5,307.3,1501,42.1,162,0,1
829,L48008,-1,296.5,307.3,1566,37.2,164,0,1
830,L48009,-1,296.5,307.3,1579,34.5,166,0,1
831,L48010,-1,296.6,307.4,1631,35.0,168,0,1
832,M15691,0,296.6,307.4,1544,42.3,170,0,1
833,L48012,-1,296.6,307.4,1521,38.6,173,0,1
834,L48013,-1,296.6,307.4,1616,28.0,175,0,1
835,H30248,1,296.6,307.4,1333,50.2,177,0,1
836,M15695,0,296.7,307.4,1533,32.5,182,0,1
837,L48016,-1,296.6,307.4,1368,45.1,185,0,1
838,L48017,-1,296.6,307.4,1465,47.8,187,0,1
839,H30252,1,296.6,307.4,1406,41.5,189,0,1
840,M15699,0,296.5,307.4,1565,43.5,194,0,1
841,L48020,-1,296.6,307.5,1582,37.9,197,0,1
842,L48021,-1,296.6,307.5,1439,45.5,199,0,1
843,M15702,0,296.6,307.5,1566,35.0,201,0,1
844,L48023,-1,296.6,307.5,1485,42.7,204,0,1
845,L48024,-1,296.5,307.5,1566,35.1,206,0,1
846,L48025,-1,296.3,307.3,1439,41.5,208,0,1
847,M15706,0,296.4,307.4,1416,50.0,210,0,1
848,L48027,-1,296.4,307.4,2833,5.6,213,1,3
849,L48028,-1,296.3,307.4,1465,47.1,215,0,1
850,H30263,1,296.4,307.4,1586,35.5,0,0,1
851,L48030,-1,296.3,307.3,1567,31.4,5,0,1
852,M15711,0,296.2,307.2,1389,48.6,7,0,1
853,M15712,0,296.3,307.3,1368,49.5,10,0,1
854,L48033,-1,296.3,307.3,1444,49.0,13,0,1
855,M15714,0,296.3,307.3,1498,41.6,15,0,1
856,L48035,-1,296.1,307.2,1615,30.8,18,0,1
857,L48036,-1,296.1,307.1,1898,22.7,20,0,1
858,M15717,0,296.1,307.1,1350,53.3,22,0,1
859,M15718,0,296.2,307.0,1516,37.6,25,0,1
860,H30273,1,296.2,307.0,1542,40.6,28,0,1
861,H30274,1,296.1,306.9,1541,32.6,33,0,1
862,M15721,0,296.1,306.9,1951,23.3,38,0,1
863,H30276,1,296.1,306.8,1645,31.0,41,0,1
864,L48043,-1,296.0,306.7,1416,44.2,46,0,1
865,M15724,0,296.0,306.7,2044,22.3,48,0,1
866,L48045,-1,295.9,306.6,1414,50.2,51,0,1
867,L48046,-1,295.9,306.6,1678,26.7,53,0,1
868,H30281,1,295.9,306.5,1594,33.2,55,0,1
869,M15728,0,295.8,306.5,1514,37.7,60,0,1
870,L48049,-1,295.8,306.5,1358,49.2,63,0,1
871,L48050,-1,295.8,306.4,1325,56.2,65,0,1
872,L48051,-1,295.8,306.4,1339,53.2,67,0,1
873,M15732,0,295.8,306.4,1335,51.7,69,0,1
874,L48053,-1,295.9,306.4,1892,21.7,72,0,1
875,L48054,-1,295.9,306.4,1575,28.5,74,0,1
876,M15735,0,295.8,306.3,1444,45.5,76,0,1
877,L48056,-1,295.7,306.3,1915,22.4,79,0,1
878,M15737,0,295.6,306.2,1584,33.6,81,0,1
879,M15738,0,295.7,306.3,1685,34.9,84,0,1
880,L48059,-1,295.8,306.3,1337,54.6,87,0,1
881,M15740,0,295.8,306.3,1235,76.2,89,1,3
882,L48061,-1,295.7,306.2,1464,46.2,92,0,1
883,M15742,0,295.7,306.2,1739,25.9,94,0,1
884,L48063,-1,295.7,306.3,1490,34.3,97,0,1
885,L48064,-1,295.8,306.4,1356,48.0,99,0,1
886,L48065,-1,295.7,306.2,1397,52.0,101,0,1
887,L48066,-1,295.7,306.2,1458,40.6,103,0,1
888,H30301,1,295.7,306.2,2161,16.5,105,0,1
889,M15748,0,295.6,306.1,1651,28.1,110,0,1
890,L48069,-1,295.6,306.1,1389,46.2,113,0,1
891,L48070,-1,295.6,306.0,1370,52.4,115,0,1
892,L48071,-1,295.7,306.1,1408,47.9,117,0,1
893,L48072,-1,295.7,306.1,1343,54.4,119,0,1
894,M15753,0,295.7,306.2,1423,42.5,121,0,1
895,L48074,-1,295.6,306.2,1426,48.6,124,0,1
896,M15755,0,295.6,306.2,1435,51.6,126,0,1
897,L48076,-1,295.5,306.1,1573,35.1,129,0,1
898,L48077,-1,295.6,306.2,1612,31.2,131,0,1
899,L48078,-1,295.6,306.2,1446,49.9,133,0,1
900,H30313,1,295.6,306.2,1329,55.3,135,0,1
901,L48080,-1,295.6,306.2,1569,35.1,140,0,1
902,H30315,1,295.6,306.1,1256,62.3,142,0,1
903,L48082,-1,295.6,306.1,1383,48.7,147,0,1
904,L48083,-1,295.7,306.2,2270,14.6,149,1,3
905,H30318,1,295.7,306.2,1458,49.8,151,0,1
906,L48085,-1,295.6,306.1,1474,41.2,156,0,1
907,M15766,0,295.6,306.1,1462,49.2,158,0,1
908,M15767,0,295.6,306.1,1669,29.0,161,0,1
909,M15768,0,295.5,306.1,1822,24.3,164,0,1
910,L48089,-1,295.5,306.0,1456,39.2,167,0,1
911,L48090,-1,295.5,306.0,1546,35.9,169,0,1
912,M15771,0,295.6,306.1,1490,42.7,171,0,1
913,L48092,-1,295.6,306.0,1569,40.4,174,0,1
914,L48093,-1,295.5,306.0,1621,29.5,176,0,1
915,M15774,0,295.4,305.9,1518,40.6,178,0,1
916,M15775,0,295.4,305.8,1526,38.2,181,0,1
917,M15776,0,295.3,305.8,1589,36.2,184,0,1
918,L48097,-1,295.3,305.7,1475,51.0,187,0,1
919,M15778,0,295.3,305.7,1473,38.5,189,0,1
920,L48099,-1,295.4,305.8,1407,50.7,192,0,1
921,M15780,0,295.5,305.9,1518,44.1,194,0,1
922,H30335,1,295.5,305.9,1593,37.2,197,0,1
923,M15782,0,295.5,305.9,1380,52.4,202,0,1
924,M15783,0,295.5,306.0,1423,45.3,205,0,1
925,L48104,-1,295.5,306.0,1800,27.6,208,0,1
926,H30339,1,295.6,306.1,1623,30.9,210,0,1
927,L48106,-1,295.6,306.1,1372,55.6,215,1,2
928,H30341,1,295.6,306.0,1396,52.4,0,0,1
929,L48108,-1,295.6,306.0,1949,21.9,5,0,1
930,L48109,-1,295.6,306.0,1419,51.1,7,0,1
931,M15790,0,295.5,305.9,1453,47.3,9,0,1
932,L48111,-1,295.5,305.9,1542,36.2,12,0,1
933,L48112,-1,295.6,306.0,1363,50.0,14,0,1
934,L48113,-1,295.5,306.0,1597,37.2,16,0,1
935,M15794,0,295.5,306.0,1326,50.8,18,0,1
936,M15795,0,295.5,306.0,1641,36.6,21,0,1
937,M15796,0,295.6,306.1,1418,46.2,24,0,1
938,L48117,-1,295.6,306.2,1263,61.8,27,0,1
939,L48118,-1,295.6,306.2,1823,25.8,29,0,1
