Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
-1,299.5,309.3,1941,22.5,18
-1,299.8,309.7,1707,29.1,94
0,298.5,308.3,1440,43.6,5
-1,297.4,308.5,1782,25.9,54
0,297.0,308.1,1363,45.3,196
0,304.2,313.4,1713,23.5,50
-1,302.7,312.4,1453,47.3,62
-1,299.0,310.3,1552,39.9,114
-1,298.9,310.3,1583,32.6,230
-1,302.0,310.9,1446,44.0,64
1,298.2,307.9,1462,45.5,171
-1,303.0,311.2,1382,50.5,203
-1,296.8,308.0,1536,40.4,217
-1,301.9,310.8,1465,44.3,57
0,297.8,309.0,1434,43.3,96
-1,302.4,312.0,1562,37.9,10
0,298.3,309.0,1505,41.3,93
0,298.9,309.8,1363,50.6,115
-1,301.8,311.3,1551,35.8,61
0,299.5,310.8,1507,40.2,156
0,297.0,307.7,1261,51.1,130
0,297.8,307.2,1456,39.6,199
0,300.6,309.4,1452,39.4,78
-1,302.7,312.3,1421,48.5,0
-1,298.6,309.7,1703,26.1,5
-1,300.5,311.9,1710,28.4,158
-1,298.0,309.1,1473,44.3,124
-1,298.5,309.9,1482,42.1,15
1,299.9,309.8,1400,48.7,119
-1,300.2,309.2,1431,51.3,57
1,303.0,312.4,1627,37.1,168
1,298.3,309.3,1529,41.7,5
1,299.1,308.3,1424,43.4,16
0,296.7,307.4,1533,32.5,182
-1,298.5,309.5,1428,43.5,87
-1,301.9,310.9,1309,48.0,124
0,297.6,308.5,1466,39.7,34
-1,301.3,310.7,1761,24.3,174
-1,301.8,310.7,1461,44.2,49
-1,303.4,311.8,1401,53.0,208
-1,301.0,310.5,1932,21.7,79
-1,301.5,311.0,1494,45.3,99
-1,297.1,308.2,1347,50.8,49
-1,300.8,311.2,1376,48.1,172
0,302.9,312.5,1679,30.9,79
1,302.2,310.9,1522,35.9,61
0,300.5,309.8,1566,35.9,204
0,301.7,310.7,1659,29.9,73
-1,299.7,309.2,1412,45.4,147
1,301.4,310.7,1536,44.4,96
0,297.6,308.5,1848,23.7,37
-1,301.0,309.6,1724,28.1,133
-1,300.7,311.1,1427,50.3,137
0,297.3,308.1,1370,58.8,199
-1,298.8,308.7,1450,43.4,66
-1,297.4,308.3,1395,48.7,21
-1,298.1,308.0,1697,31.0,164
0,298.2,308.9,1326,54.4,75
0,303.1,311.2,1489,44.5,27
-1,301.9,310.7,1405,48.8,78
-1,303.8,312.7,1664,29.3,178
-1,297.2,308.4,1677,26.4,146
0,299.0,310.2,1628,35.8,64
0,298.3,308.6,1589,37.1,137
-1,297.5,308.2,1419,48.5,108
-1,301.4,310.4,1737,31.9,96
-1,299.0,310.2,1516,35.3,102
-1,299.9,309.8,1716,28.2,117
-1,298.7,309.8,1589,31.8,217
-1,300.3,309.5,1474,38.7,35
0,298.5,309.7,1557,37.7,86
1,298.2,308.3,1824,24.2,49
0,303.8,313.2,1710,26.5,190
0,297.3,308.7,1451,43.8,24
-1,299.2,308.7,1650,30.5,93
-1,301.1,310.4,1312,73.6,49
0,300.5,309.3,1539,39.1,216
0,302.2,311.4,1539,35.1,24
0,301.5,310.7,1347,47.9,29
-1,300.5,309.7,1580,42.8,196
-1,300.8,311.7,1479,39.4,18
0,302.3,311.7,1517,37.6,124
0,298.9,309.0,1924,22.6,193
0,297.5,309.4,1831,26.6,105
-1,296.9,308.0,1521,34.5,84
-1,300.1,309.2,1421,42.5,61
0,297.5,308.5,1662,30.3,26
-1,301.5,310.6,1525,41.9,204
0,299.1,310.1,1412,44.4,24
-1,299.2,310.7,1535,42.6,17
-1,298.6,309.5,1325,52.2,127
1,302.6,310.4,1649,30.1,62
-1,299.9,310.0,1447,45.9,162
-1,299.9,311.4,1596,28.9,160
0,295.6,306.2,1584,33.6,81
0,297.5,308.6,1349,51.5,21
1,298.3,308.6,1432,49.5,91
-1,298.8,310.0,1403,45.6,185
-1,301.3,310.1,1355,53.6,193
-1,299.5,309.4,1563,41.5,183
-1,302.3,311.4,1609,32.3,49
0,299.9,309.8,1625,41.2,109
-1,297.5,308.4,1747,31.0,45
0,297.7,308.3,1547,36.8,74
0,300.8,310.7,1452,43.0,139
-1,303.5,311.9,1344,49.3,93
1,300.3,311.6,1463,41.6,102
-1,300.5,309.7,1616,34.5,155
0,299.8,309.3,1470,42.7,119
-1,297.3,308.3,1268,60.6,119
-1,302.1,311.4,1686,30.9,106
-1,300.1,309.5,1660,32.7,57
0,298.3,308.9,1646,25.4,46
-1,301.8,310.7,1523,43.3,60
-1,298.7,309.7,1393,45.7,99
-1,299.9,309.4,1322,53.9,33
-1,297.3,308.3,1494,38.2,14
1,302.3,310.2,1443,54.6,120
-1,301.7,311.3,1584,38.8,132
-1,302.2,310.8,1827,23.8,9
-1,298.3,308.6,1447,38.1,146
0,301.5,310.6,1638,31.9,137
0,302.1,311.5,1383,53.6,108
0,298.1,308.7,1362,49.6,158
0,299.3,309.2,1440,37.5,111
0,300.7,310.9,1369,51.2,63
0,297.1,308.4,1588,33.4,204
0,297.3,308.3,1301,39.6,5
0,301.2,311.5,1498,49.5,3
0,299.7,309.6,1477,42.7,163
0,298.4,309.5,1514,38.8,128
0,300.4,310.0,1560,42.3,186
0,301.5,310.7,1416,53.2,69
0,303.6,312.8,1400,43.2,23
0,297.1,308.1,1506,37.7,210
-1,298.0,308.2,1514,37.9,9
-1,297.5,308.4,1511,42.8,209
-1,297.8,308.9,1518,40.4,2
-1,304.1,313.4,1399,43.7,111
0,300.7,309.6,1536,37.2,19
0,296.7,307.8,1537,36.3,233
-1,298.9,310.1,1823,26.1,131
-1,297.8,309.2,1683,30.9,163
-1,296.9,308.0,1658,41.0,74
-1,298.9,308.3,1660,34.4,9
-1,297.6,308.3,1424,53.9,132
1,302.7,311.1,1418,43.4,130
-1,297.1,307.8,1428,43.7,179
-1,301.5,310.6,1578,34.1,120
-1,300.3,309.1,1699,30.3,178
0,300.8,312.4,1811,25.1,136
1,297.6,308.4,1703,31.4,205
-1,303.6,312.2,1696,30.7,5
-1,300.5,310.7,1488,39.4,159
0,301.9,309.6,1551,34.6,211
-1,299.7,309.6,1553,36.8,174
-1,298.7,309.7,1881,21.7,29
0,298.5,309.6,1502,39.4,84
-1,301.1,310.2,1657,34.1,52
0,300.1,309.2,1418,39.8,221
0,302.7,310.5,1398,47.3,70
-1,298.3,309.4,1546,36.1,94
-1,299.6,310.2,1588,34.1,38
-1,299.8,309.5,1542,40.3,141
0,301.2,310.3,1379,43.2,56
-1,300.4,310.1,1614,33.5,191
-1,302.8,310.6,1671,30.5,201
-1,300.6,311.7,1497,43.6,198
0,302.2,311.0,1476,47.4,161
1,299.7,309.3,1494,37.8,214
1,298.9,310.6,1519,38.8,213
-1,298.3,309.4,1356,45.4,96
1,300.3,309.9,1677,30.1,130
-1,298.7,310.2,1566,33.1,68
0,298.8,309.9,1741,27.7,50
1,299.0,310.1,2053,19.7,137
0,301.2,310.4,1382,41.6,117
-1,298.8,309.1,1477,42.4,158
-1,297.1,308.3,1773,23.8,169
0,298.5,309.7,1354,60.8,96
-1,301.8,311.0,1606,33.3,4
1,297.7,307.2,1429,44.1,26
-1,300.4,309.5,1543,38.9,37
-1,297.6,308.4,1626,32.4,130
0,302.5,312.0,1521,40.2,174
0,300.5,309.5,1691,27.6,67
-1,298.4,308.0,1526,41.1,162
-1,298.5,309.6,1724,26.4,100
0,301.6,310.8,1343,49.5,140
-1,302.2,310.6,1386,50.0,132
0,302.0,311.0,1980,21.5,20
0,296.9,308.4,1450,46.9,186
-1,300.2,309.8,1557,33.8,19
-1,297.9,307.8,1499,37.5,78
-1,297.4,309.4,1620,35.4,51
-1,301.3,310.6,1966,22.6,161
-1,302.4,311.0,1555,40.6,205
0,297.7,308.5,1559,35.2,127
-1,297.4,308.2,1639,33.8,39
-1,298.1,307.8,1379,49.1,135
-1,297.4,308.3,1493,41.2,43
0,300.8,309.6,1546,42.3,186
-1,297.9,308.5,1305,47.2,155
-1,298.2,308.2,1407,47.1,153
-1,299.9,309.6,1294,49.7,126
1,302.4,312.0,1457,43.4,23
-1,300.3,311.4,1346,51.1,147
-1,297.5,308.5,1722,30.4,178
0,303.9,313.1,1437,48.3,110
-1,295.7,306.2,1464,46.2,92
-1,302.2,311.3,1378,55.5,35
0,300.1,311.6,1433,51.4,76
-1,297.2,308.4,1833,25.2,117
0,298.4,309.5,1484,41.7,119
0,297.7,308.9,1327,63.7,21
-1,302.3,312.0,1354,52.2,165
0,302.3,311.7,1504,37.3,107
1,298.2,308.4,1385,42.2,98
0,300.7,310.5,1594,31.0,196
1,298.7,309.5,1453,40.4,108
-1,300.0,309.7,1586,37.8,103
-1,300.5,310.2,1764,25.9,27
-1,297.4,309.0,1570,37.9,154
-1,298.0,309.2,1378,49.7,94
-1,297.5,308.6,1260,53.6,137
-1,302.4,311.5,1590,39.9,58
-1,300.1,309.2,1441,42.9,148
-1,300.7,309.5,1508,39.9,59
1,296.9,308.3,1474,39.2,177
0,297.3,308.5,1524,49.3,176
-1,301.7,310.2,1471,51.1,8
-1,301.3,310.6,1481,40.9,57
-1,302.9,312.4,1698,33.8,202
-1,300.7,311.1,2377,14.3,135
-1,301.0,311.7,1547,34.5,152
-1,301.7,310.2,1311,57.4,40
-1,297.5,308.3,1437,42.3,29
-1,303.1,311.2,1399,49.2,111
-1,302.3,311.9,1434,51.9,173
-1,298.3,309.0,1408,45.4,98
-1,297.6,307.1,1496,39.2,12
-1,298.4,308.0,1540,37.8,7
0,299.1,308.7,2008,20.3,178
1,303.5,311.6,1466,47.0,80
0,301.3,310.8,1455,41.2,56
-1,302.0,310.5,1651,30.9,146
0,301.8,310.8,1619,31.0,76
0,297.0,307.9,1882,24.2,97
0,301.6,310.7,2012,20.7,178
-1,302.3,311.5,1794,26.1,7
-1,298.9,310.0,1564,33.8,183
-1,302.7,312.4,1360,47.8,11
-1,298.9,309.0,1410,65.7,191
-1,302.4,311.9,1290,70.0,139
0,299.9,309.4,1889,26.0,6
-1,300.9,312.7,1416,43.8,112
0,298.1,308.3,1453,41.5,204
-1,298.4,309.4,1392,50.1,117
0,302.3,311.7,1341,46.3,194
-1,297.0,307.9,1595,31.7,170
0,300.6,312.1,1293,52.3,49
-1,300.1,309.2,1533,37.0,101
0,299.4,310.8,1628,40.2,111
-1,297.1,308.2,1427,45.2,136
-1,299.4,309.2,1621,34.5,48
-1,300.8,310.8,1407,45.1,51
1,298.1,308.3,1530,42.0,184
-1,303.3,311.4,1630,32.5,2
-1,301.3,310.4,1695,30.9,108
-1,303.9,313.2,1590,31.9,5
-1,297.4,308.6,1459,41.3,196
-1,300.4,309.7,1534,42.5,127
-1,298.6,309.6,1611,35.7,23
0,302.6,312.2,1458,38.8,34
-1,300.3,311.4,1471,37.0,114
-1,302.4,311.8,1255,59.0,138
-1,299.7,309.2,1346,57.4,138
1,297.4,309.0,1468,41.4,156
1,298.9,310.2,1771,26.8,216
-1,300.2,311.8,1436,48.2,175
-1,299.4,310.4,1509,40.6,175
-1,298.5,308.1,1662,28.6,48
0,301.0,310.8,1533,39.3,194
0,296.8,308.1,1843,24.2,212
-1,301.6,311.2,1525,43.7,91
-1,302.1,311.0,1351,49.5,196
-1,298.6,309.5,1483,43.2,92
-1,300.6,310.6,1931,22.0,24
-1,301.5,311.1,1458,41.4,123
-1,303.4,312.7,1363,45.5,26
-1,297.4,308.4,1571,39.4,0
1,304.2,313.5,1546,41.4,58
-1,304.2,313.4,1434,42.5,175
-1,297.3,308.7,1619,31.6,129
0,298.3,308.8,1349,52.1,104
-1,301.3,310.6,1416,45.2,88
-1,300.0,309.5,1641,30.1,35
-1,298.4,309.2,1692,29.8,137
-1,300.8,311.7,1681,31.3,221
-1,296.2,307.3,1475,37.0,44
-1,302.6,311.7,1773,27.1,30
-1,302.0,310.5,1635,39.8,99
-1,303.5,312.8,1607,38.4,92
-1,299.3,308.5,1413,38.5,57
0,304.0,313.0,1685,28.2,66
-1,300.9,312.0,1441,43.8,210
-1,296.8,308.0,1510,39.4,29
-1,300.5,309.5,1379,55.6,2
-1,297.3,308.5,1503,43.3,90
1,300.2,311.6,1496,41.1,60
-1,297.9,309.5,1390,47.9,127
1,300.4,310.2,1431,43.2,0
0,302.4,311.1,1721,30.1,210
-1,302.0,310.7,1348,58.1,83
0,298.5,309.4,1522,47.4,20
-1,296.6,307.4,1504,45.8,58
-1,300.9,310.8,1493,45.8,57
-1,302.7,312.2,1611,34.1,186
-1,298.7,309.8,1530,35.5,0
-1,300.4,311.4,1728,31.7,133
-1,302.5,311.2,1545,40.1,165
-1,303.7,312.4,1512,39.2,184
-1,300.9,310.9,1497,43.2,62
1,303.4,312.3,1769,27.9,40
-1,302.7,312.2,1369,51.8,174
-1,300.3,311.5,1667,28.8,56
0,297.9,307.4,1403,52.8,0
0,301.7,311.0,1510,47.8,27
-1,298.3,310.0,1442,43.9,110
-1,299.5,309.3,1422,49.2,179
0,303.6,312.0,1645,35.7,81
-1,299.5,309.1,1502,44.6,13
-1,299.6,310.9,1658,28.0,76
0,300.5,311.9,1670,26.3,89
0,300.4,309.3,1467,40.3,166
-1,301.9,311.0,2691,12.1,31
-1,301.1,310.8,1470,49.3,116
0,300.3,311.7,1319,51.4,170
0,298.6,309.5,1404,43.3,33
-1,300.5,311.5,1490,38.4,67
-1,300.1,311.5,1471,47.2,201
1,302.4,310.9,1444,40.7,174
0,298.2,309.1,1457,49.0,77
-1,297.1,308.1,1446,36.6,227
0,298.9,310.1,1442,42.9,153
0,302.3,310.8,1721,28.4,215
0,300.6,310.7,1705,31.2,181
-1,299.2,309.0,1615,33.7,193
0,298.3,308.0,1463,42.5,190
0,300.7,311.2,1769,26.5,63
1,300.0,309.0,1622,31.8,103
-1,302.4,310.3,1479,36.2,115
0,300.2,309.4,1433,48.8,191
-1,301.0,311.3,1472,35.3,73
-1,300.0,309.7,1554,32.0,117
-1,300.3,311.5,1634,31.9,36
0,298.8,309.9,1415,53.2,194
-1,303.6,312.6,1699,27.9,160
-1,301.0,310.4,2204,16.6,175
0,301.7,309.9,1457,39.2,192
-1,301.5,310.8,1500,41.0,118
-1,301.3,310.7,1504,47.2,74
0,296.8,307.5,1516,36.7,135
-1,299.1,308.5,1539,46.8,190
1,302.9,312.3,1509,46.8,175
0,298.2,307.8,1578,34.5,127
-1,299.2,308.9,1588,41.5,150
0,298.0,307.5,1427,43.6,101
-1,298.3,308.9,1270,52.7,44
-1,302.5,310.5,1463,43.0,189
0,301.3,311.1,1834,25.4,22
-1,298.6,309.4,1315,55.5,28
-1,299.0,308.8,1310,50.7,112
-1,298.2,308.3,1304,49.8,45
0,298.2,309.1,1651,28.8,186
1,299.1,310.0,1657,33.1,187
-1,300.9,310.9,1601,34.0,181
0,298.4,309.4,1429,41.8,203
-1,297.0,307.8,1583,37.2,189
-1,298.3,309.1,1537,43.0,123
-1,298.0,308.8,1581,36.1,73
-1,297.2,308.0,1705,26.0,200
0,301.2,310.7,1527,41.1,53
-1,297.6,308.6,1351,51.0,37
-1,298.4,309.1,1798,29.6,81
0,298.7,309.6,1738,27.3,79
0,302.4,311.0,1464,44.2,106
-1,299.4,309.1,1957,22.1,55
0,300.9,311.4,1434,45.4,118
0,300.7,310.7,1377,46.7,36
-1,297.9,308.5,1519,34.3,61
0,299.5,309.2,1314,61.8,45
-1,301.0,312.2,1372,47.0,59
1,299.3,308.6,1498,39.5,47
1,300.7,310.7,1428,43.4,26
0,301.8,310.7,1429,47.9,53
-1,299.3,309.0,1415,47.6,156
-1,298.0,308.9,1578,35.6,153
0,300.2,309.5,1500,45.7,89
-1,297.5,308.4,1633,33.3,213
0,298.8,309.8,1477,46.7,59
-1,298.3,308.2,1472,44.3,71
1,302.9,311.0,1452,58.3,123
-1,300.6,309.6,1426,53.6,66
-1,300.7,310.8,1619,34.9,57
-1,297.3,308.5,1764,30.8,148
-1,301.3,310.3,1313,55.6,127
-1,298.4,309.3,1545,36.9,3
-1,303.8,313.2,1336,47.8,176
-1,304.1,313.4,1374,56.6,115
0,297.9,307.7,1364,46.8,89
0,297.4,309.4,1539,42.2,134
-1,302.6,311.0,1506,37.2,95
-1,296.9,307.9,1367,47.1,204
0,298.2,308.3,1448,43.3,199
-1,301.0,310.9,1473,44.2,116
-1,301.6,310.1,1694,26.3,14
-1,301.3,311.0,1582,35.6,202
-1,303.8,313.1,1394,45.4,36
-1,298.8,309.8,1634,33.6,27
-1,300.7,312.1,1395,41.9,157
0,297.9,309.1,1338,49.6,56
-1,297.8,307.8,1597,38.2,11
0,300.0,310.2,1393,51.2,190
-1,297.8,308.4,1622,38.3,134
1,299.0,310.0,1458,44.9,221
-1,302.3,310.9,1412,48.9,28
-1,304.1,313.6,1611,31.4,144
1,297.5,308.5,1557,39.1,47
0,301.6,310.2,1411,45.1,54
1,300.7,309.7,1623,32.7,0
0,300.9,311.9,1310,56.1,35
0,298.6,310.1,1458,41.9,61
-1,302.0,310.7,1453,42.7,92
-1,302.3,311.2,1903,22.9,55
-1,302.2,311.4,2080,19.2,31
0,297.4,309.1,1582,35.9,180
-1,297.3,308.4,1488,37.4,69
0,302.2,310.5,1832,23.7,129
1,303.3,311.8,1806,27.7,44
-1,300.9,310.4,1541,39.1,17
1,299.9,310.5,1549,42.8,208
-1,297.1,307.9,1507,38.3,170
-1,297.4,308.2,1297,52.1,211
-1,298.9,310.1,1495,42.9,175
-1,302.1,311.2,1550,34.8,177
0,297.4,308.3,1550,47.8,18
-1,303.7,312.2,1568,33.8,96
-1,302.4,310.8,1686,28.8,150
0,300.9,310.7,1362,51.6,212
-1,298.9,310.0,1422,43.6,78
0,299.2,310.8,1502,39.8,177
0,303.9,313.3,1507,34.3,161
-1,301.5,311.1,1469,49.5,107
-1,297.5,308.9,1729,28.1,189
0,297.4,308.6,1901,22.1,81
1,302.8,312.3,1483,47.2,223
-1,300.3,310.4,1742,25.9,7
0,297.8,309.4,1226,58.7,129
-1,298.3,308.8,1454,49.0,166
-1,298.2,308.1,1618,34.7,39
-1,299.2,310.2,1458,47.0,183
-1,298.6,309.0,1469,46.0,4
0,301.3,310.4,1635,32.5,110
-1,296.9,308.1,1741,28.8,60
0,300.0,309.6,1423,48.7,67
0,297.5,308.5,1612,30.0,163
-1,301.2,311.2,1558,34.1,204
-1,303.8,312.5,1368,52.6,123
1,303.3,312.5,1328,49.8,120
-1,300.7,312.1,1498,44.0,155
-1,298.9,308.9,1830,24.9,35
1,297.2,308.0,1435,43.0,202
-1,302.2,311.7,1330,54.6,154
-1,299.2,310.3,1429,40.1,23
1,297.5,308.4,1793,23.9,28
-1,298.0,307.7,1422,45.6,140
-1,300.7,309.6,1661,30.3,129
0,297.6,309.5,1709,32.2,65
-1,303.8,313.0,1499,42.3,38
0,296.3,307.2,1286,51.1,177
0,302.3,311.7,1483,40.5,8
-1,303.4,311.9,1377,41.6,34
-1,298.8,309.6,1903,22.3,145
-1,299.2,308.8,1605,31.1,181
0,299.5,309.0,1602,31.3,210
0,297.4,308.0,1355,55.1,63
0,298.9,310.0,1456,43.8,15
-1,297.5,308.4,1441,44.5,4
-1,300.8,310.8,1564,36.2,31
-1,302.5,311.1,1538,36.8,208
0,301.7,311.1,1618,36.7,115
-1,300.0,309.3,1397,51.2,173
-1,301.5,311.1,1426,52.1,121
-1,298.3,308.9,1862,27.0,172
0,303.0,311.2,1387,41.4,100
-1,301.0,312.3,1550,34.9,111
-1,300.2,311.6,1322,50.9,215
1,297.5,309.3,1459,49.7,201
-1,302.3,311.5,1543,33.1,39
0,299.4,308.7,1487,52.6,205
1,302.5,310.9,1356,55.5,101
0,302.5,310.4,1581,32.7,181
0,298.4,308.2,1463,37.6,188
1,301.9,310.3,1653,32.4,100
-1,297.6,309.1,1394,50.0,62
-1,304.4,313.7,1607,33.5,5
0,298.0,309.2,1438,42.9,101
0,298.5,308.0,1363,49.2,149
0,300.4,309.7,1547,38.0,181
1,298.4,308.3,1458,42.9,15
-1,303.6,312.7,1418,44.1,118
0,303.2,311.5,1336,58.2,2
-1,300.8,309.6,1680,28.7,22
1,298.5,309.4,2011,21.0,59
-1,300.4,310.0,1581,30.3,42
-1,300.6,309.7,1593,32.4,76
-1,300.4,309.5,1349,50.4,30
-1,301.9,311.3,1366,55.6,57
0,298.6,309.4,1465,41.1,30
0,297.5,308.9,1436,44.8,2
1,303.8,312.6,1811,24.9,183
-1,303.7,312.5,1641,36.0,125
-1,300.5,310.8,1509,33.0,153
-1,299.3,308.7,1536,38.9,94
-1,298.7,309.5,1446,40.0,160
-1,302.2,311.5,1482,45.6,87
0,300.9,312.1,1297,48.6,76
-1,297.4,308.5,1477,40.7,74
-1,300.2,311.4,1891,22.6,86
0,298.1,308.5,1382,54.5,17
0,297.6,308.6,1595,36.9,25
0,300.7,310.6,1505,35.6,105
0,300.4,309.8,1421,47.2,0
0,302.5,311.1,1638,32.0,198
-1,297.4,308.5,1501,44.9,20
1,299.4,308.6,1542,41.8,166
-1,298.8,308.9,1852,25.0,57
0,303.7,312.7,1532,42.7,194
0,303.5,312.2,1818,23.6,109
0,300.0,309.6,1477,38.1,13
-1,300.9,310.4,2021,18.8,30
-1,303.3,311.6,1337,56.8,187
-1,303.5,312.3,1946,21.1,112
1,299.1,310.1,1421,41.2,149
-1,303.7,313.0,1694,28.0,44
-1,299.8,310.0,1361,53.8,167
-1,298.1,308.7,1556,31.6,145
-1,301.8,310.9,1899,24.7,31
0,298.6,309.8,1419,44.9,115
-1,303.7,312.7,1395,53.9,123
-1,299.2,308.6,1381,50.0,193
-1,298.4,307.9,2381,14.2,164
-1,302.5,311.9,1497,41.6,123
0,300.9,310.8,1695,30.2,188
-1,301.9,310.9,1597,36.9,50
-1,301.2,310.3,1499,38.1,61
-1,302.3,311.8,1574,42.8,215
-1,302.8,312.6,1462,39.4,22
1,298.6,309.6,1449,42.5,16
0,302.2,311.3,1658,31.0,2
-1,301.1,311.1,1570,41.6,202
-1,303.5,312.7,1694,27.3,40
-1,298.1,308.5,1676,30.5,22
-1,299.3,309.0,1449,46.5,121
-1,301.5,310.6,1587,33.7,122
-1,297.5,308.5,1530,38.5,93
-1,300.5,311.4,1466,41.8,112
0,295.3,305.8,1589,36.2,184
-1,298.3,309.3,1558,37.2,73
-1,299.7,309.6,1399,51.3,144
1,303.8,312.9,1378,45.6,184
-1,302.3,311.4,1333,66.7,205
0,300.4,311.2,1366,56.1,177
-1,297.4,308.6,1532,38.7,136
-1,298.2,309.4,1443,45.4,187
0,302.8,312.3,1416,42.7,241
-1,300.5,311.5,1316,49.7,55
1,297.0,308.1,1410,47.6,79
0,297.1,307.9,1609,38.9,166
-1,303.8,312.9,1367,49.9,192
-1,298.4,309.3,1716,28.4,66
0,298.1,307.9,1569,37.0,29
-1,300.0,309.3,1473,46.0,35
-1,299.8,309.4,1408,45.6,156
-1,299.0,310.1,1470,40.3,83
-1,298.9,310.6,1387,52.7,2
-1,299.6,310.8,1507,42.4,108
-1,298.5,308.8,1589,30.6,11
1,299.7,309.2,1572,32.8,142
0,300.3,311.5,1445,47.3,40
-1,301.7,311.0,1474,42.6,164
-1,297.1,307.9,1492,39.4,171
-1,300.5,311.6,1525,37.6,191
-1,302.3,311.4,1511,34.7,75
0,300.0,309.7,1652,28.6,112
-1,300.6,309.8,1418,42.7,147
0,299.0,310.4,1625,37.1,131
-1,302.8,311.1,1456,36.1,89
0,297.0,307.9,1412,47.4,112
0,300.3,311.7,1447,36.8,0
-1,302.2,310.6,1462,43.6,0
0,297.4,307.9,1627,34.3,166
-1,302.4,310.9,1349,46.1,148
1,299.7,310.3,1462,40.4,19
-1,299.9,310.4,1419,45.7,178
-1,298.4,309.2,1345,52.7,196
0,297.1,308.4,1432,53.4,199
-1,301.1,311.6,1432,48.1,202
0,300.6,312.0,1490,39.8,94
1,301.6,309.9,1423,53.6,95
0,297.5,309.4,1482,39.3,112
-1,300.4,309.5,1525,51.3,4
0,299.7,310.3,1661,34.5,6
1,297.1,308.2,1790,30.3,128
-1,299.1,309.5,1512,39.0,75
-1,303.4,312.3,1663,33.9,78
0,302.7,311.1,1297,60.7,125
-1,299.0,308.7,1583,32.5,25
1,298.8,309.9,1526,42.1,30
-1,299.0,308.7,1706,28.6,206
-1,298.8,310.0,2098,19.6,148
-1,300.6,310.4,1556,37.7,122
-1,300.8,309.9,1312,65.3,192
0,302.5,311.5,1358,52.7,139
-1,303.5,313.0,1393,51.6,80
-1,297.0,308.3,1399,59.0,135
1,300.5,310.7,1654,28.6,161
-1,299.3,309.1,1473,40.3,125
-1,296.7,308.0,1535,36.8,210
-1,297.3,308.3,1538,38.5,47
1,302.0,309.8,1280,57.3,147
1,301.0,310.4,1512,44.9,86
-1,300.5,309.3,1470,40.8,219
1,297.1,308.0,1559,38.8,229
0,299.6,310.8,1427,50.4,98
-1,299.7,309.2,1326,64.8,71
0,303.9,313.3,1567,35.0,168
0,299.8,311.1,1763,25.5,171
-1,303.0,311.1,1980,20.2,137
0,298.9,308.7,1772,28.4,177
0,297.3,308.7,1466,38.4,27
0,298.6,309.9,1668,32.3,6
1,299.7,309.2,1302,55.5,87
-1,303.1,311.2,1435,40.1,219
-1,297.7,308.5,1501,41.4,201
-1,296.7,307.7,1524,36.8,82
0,299.8,309.4,1401,48.1,143
-1,303.7,312.8,1832,23.6,35
-1,299.2,309.1,1468,45.6,2
1,296.3,307.2,1424,42.0,196
-1,300.8,309.7,1418,46.6,12
1,300.9,309.5,1469,43.4,126
-1,298.4,308.1,1598,32.7,94
-1,297.2,308.3,1569,31.2,63
-1,298.8,309.7,1450,43.1,63
-1,297.5,309.3,1623,33.4,74
-1,300.6,311.7,1488,47.7,22
0,300.9,310.8,1402,48.1,22
-1,299.8,310.4,1579,36.4,0
-1,297.6,309.5,2001,20.5,220
-1,298.5,308.8,1670,29.6,13
0,300.2,309.4,1459,43.9,39
-1,300.8,310.2,1492,46.3,187
-1,298.8,309.7,1374,58.6,123
-1,298.2,307.8,1521,42.9,60
-1,302.0,310.1,1361,45.4,174
0,300.5,310.4,1548,37.3,65
-1,297.4,309.2,1420,45.6,193
0,303.8,312.7,1507,38.5,180
-1,299.9,311.3,1802,24.4,151
-1,300.3,309.2,1532,40.2,194
-1,299.2,308.5,1821,26.1,69
-1,303.5,311.6,1465,48.7,60
-1,302.5,312.0,1673,29.9,42
-1,297.4,308.8,1651,34.1,163
0,300.4,311.8,1707,30.0,165
-1,300.3,311.8,1746,26.3,187
0,300.6,309.4,1581,35.7,117
-1,301.0,312.1,1585,32.3,50
-1,300.7,309.5,1685,31.1,27
-1,298.1,307.9,2161,17.5,5
-1,300.0,309.1,1401,44.5,0
-1,302.0,311.1,1635,36.0,23
-1,300.1,309.6,1321,46.9,75
-1,297.4,308.6,1411,46.3,138
-1,302.2,310.8,1673,32.9,52
0,300.7,311.9,1366,55.1,36
0,304.2,313.5,1532,41.3,161
-1,298.0,308.8,1489,36.5,109
-1,298.8,308.7,1635,35.2,47
0,297.4,308.3,1774,28.9,166
-1,299.0,310.3,1929,24.4,180
-1,302.4,310.6,1445,40.3,162
-1,298.9,308.7,1558,41.2,110
-1,299.0,308.6,1653,31.7,100
1,303.6,312.2,1371,54.6,112
1,300.2,311.5,1432,43.6,127
0,298.1,308.2,1654,35.3,155
1,298.3,307.9,1420,39.2,176
-1,297.9,309.1,1457,44.4,28
-1,301.0,311.9,1454,41.9,33
-1,299.6,310.2,1468,48.0,9
-1,302.2,311.3,1570,36.1,0
-1,299.6,309.2,1602,37.3,31
0,301.2,310.1,1479,45.5,44
-1,298.3,309.5,1542,36.7,134
-1,297.4,307.9,1390,47.7,156
-1,299.3,308.3,1651,28.0,6
-1,297.9,309.9,1472,45.0,183
0,302.0,311.4,1587,35.9,30
